,Name,Text,Time,Word count
713,Vice President Joe Biden,"The Green New Deal will pay for itself as we move forward. We’re not going to build plants that, in fact, are great polluting plants-",58:57,25
714,Chris Wallace,"So, do you support the Green New Deal?",59:05,8
715,Vice President Joe Biden,Pardon me?,59:07,2
716,Chris Wallace,Do you support the-,59:08,4
717,Vice President Joe Biden,"No, I don’t support the Green New Deal.",59:08,8
718,President Donald J. Trump,"Oh, you don’t? Oh, well, that’s a big statement.",59:10,9
719,Vice President Joe Biden,I support [crosstalk 00:05:13]-,59:12,4
720,President Donald J. Trump,You just lost the radical left.,59:13,6
721,Vice President Joe Biden,I support [crosstalk 00:59:17] the Biden plan that I put forward.,59:15,11
722,Chris Wallace,Okay.,59:19,1
723,Vice President Joe Biden,"The Biden plan, which is different than what he calls the radical Green New Deal.",59:19,15
724,Chris Wallace,"All right, gentlemen, final segment, election integrity. As we meet tonight, millions of Americans are receiving mail-in ballots or going to vote early. How confident should we be that this will be a fair election, and what are you prepared to do over the next five plus weeks? Because it will not only be to election day, but also counting some mail-in ballots after election day. What are you prepared to do to reassure the American people that the next president will be the legitimate winner of this election. In this final segment, Mr. Vice President, you go first.",59:24,99
725,Vice President Joe Biden,"Prepare to let people vote. They should go to iwillvote.com, decide how they’re going to vote, when they’re going to vote, and what means by which they’re going to vote. His own Homeland Security director, and as well as the FBI director, says that there is no evidence at all that mail-in ballots are a source of being manipulated and cheating. They said that. The fact is that there are going to be millions of people because of COVID that are going to be voting by mail-in ballots like he does, by the way. He sits behind the Resolute Desk and sends his ballot to Florida, number one. Number two, we’re going to make sure that those people who want to vote in person are able to vote because there are enough poll watchers are there to make sure they can socially distance. The polls are open on time, and the polls stay open until the votes are counted. And this is all about trying to dissuade people from voting because he’s trying to scare people into thinking that it’s not going to be legitimate.",01:00:02,185
726,Vice President Joe Biden,"Show up and vote. You will determine the outcome of this election. Vote, vote, vote. If you’re able to vote early in your state, vote early. If you’re able to vote in person, vote in person. Vote whatever way is the best way for you, because you will… He cannot stop you from being able to determine the outcome of this election. And in terms of whether or not… When the votes are counted and they’re all counted, that will be accepted. If I win, that will be accepted. If I lose, that’ll be accepted. But by the way, if in fact he says, he’s not sure what he’s going to accept. Well, let me tell you something, it doesn’t matter, because if we get the votes, it’s going to be all over. He’s going to go. He can’t stay in power. It won’t happen. It won’t happen, so vote. Just make sure you understand, you have it in your control to determine what this country is going to look like the next four years. Is it going to change, or are you going to get four more years of these lies?",01:00:55,192
727,Chris Wallace,"Mr. President, two minutes.",01:01:52,4
728,President Donald J. Trump,"So when I listen to Joe talking about a transition, there has been no transition from when I won. I won that election. And if you look at crooked Hillary Clinton, if you look at all of the different people, there was no transition, because they came after me trying to do a coup. They came after me spying on my campaign. They started from the day I won, and even before I won. From the day I came down the escalator with our first lady, they were a disaster. They were a disgrace to our country, and we’ve caught them. We’ve caught them all. We’ve got it all on tape. We’ve caught them all. And by the way, you gave the idea for the Logan Act against General Flynn. You better take a look at that, because we caught you in a sense, and President Obama was sitting in the office.",01:01:53,152
729,President Donald J. Trump,"He knew about it too. So don’t tell me about a free transition. As far as the ballots are concerned, it’s a disaster. A solicited ballot, okay, solicited, is okay. You’re soliciting. You’re asking. They send it back. You send it back. I did that. If you have an unsolicited… They’re sending millions of ballots all over the country. There’s fraud. They found them in creeks. They found some, just happened to have the name Trump just the other day in a wastepaper basket. They’re being sent all over the place. They sent two in a Democrat area. They sent out a thousand ballots. Everybody got two ballots. This is going to be a fraud like you’ve never seen. The other thing, it’s nice. On November 3rd, you’re watching, and you see who won the election. And I think we’re going to do well because people are really happy with the job we’ve done.",01:02:35,154
730,President Donald J. Trump,"But you know what? We won’t know. We might not know for months because these ballots are going to be all over. Take a look at what happened in Manhattan. Take a look at what happened in New Jersey. Take a look at what happened in Virginia and other places. They’re not losing 2%, 1%, which by the way is too much. An election could be won or lost with that. They’re losing 30 and 40%. It’s a fraud, and it’s a shame. And can you imagine where they say, “You have to have your ballot in by November 10th.” November 10th. That’s seven days after the election, in theory, should have been announced. We have major states [crosstalk 01:03:58] with that-",01:03:22,122
731,Chris Wallace,Sir.,01:03:58,1
732,President Donald J. Trump,… all run by Democrats-,01:03:58,5
733,Chris Wallace,Two minutes is two minutes.,01:03:59,5
734,President Donald J. Trump,All run by Democrats.,01:04:00,4
735,Chris Wallace,President Trump-,01:04:02,2
736,President Donald J. Trump,It’s a rigged election.,01:04:02,4
737,Chris Wallace,"You’re going to be able to continue. You have been charging for months that mail-in balloting is going to be a disaster. You say it’s rigged [crosstalk 00:01:04:11], that it’s going to lead to fraud. But in 2018, in the last midterm election, 31 million people voted mail-in voting. That was more than a quarter of all the voters that year, cast their ballots by mail. Now that millions of mail-in ballots have gone out, what are you going to do about it? And are you counting on the Supreme Court, including a Justice Barrett, to settle any dispute?",01:04:04,99
738,President Donald J. Trump,"Yeah. I think I’m counting on them to look at the ballots, definitely. I hope we don’t need them, in terms of the election itself. But for the ballots, I think so, because what’s happening is incredible. I read today where at least 1% of the ballots for 2016 were invalidated. They take them. We don’t like them. We don’t like them. They throw them out-",01:04:38,66
739,Chris Wallace,But what are you going to do about it-,01:04:59,9
740,President Donald J. Trump,… left and right.,01:04:59,4
741,Chris Wallace,There are millions of ballots going out right now. What are you going to do-,01:05:00,15
742,President Donald J. Trump,"What you do is you go and vote. You do a solicited ballot, and that’s okay-",01:05:02,16
743,Chris Wallace,No. No. I know your complaint [crosstalk 01:05:05]. I’m asking you about the fact that millions of people have received-,01:05:05,20
744,President Donald J. Trump,You go and vote. You go and vote-,01:05:08,8
745,Chris Wallace,"No. But what I’m saying is [crosstalk 01:05:11], what are you going to do about the fact that millions of people-",01:05:11,21
746,President Donald J. Trump,"You either do, Chris, a solicited ballot, where you’re sending it in, they’re sending it back and you’re sending. They have mailmen with lots of it. Did you see what’s going on? Take a look at West Virginia, mailman selling the ballots. They’re being sold. They’re being dumped in rivers. This is a horrible thing for our country.",01:05:14,58
747,Vice President Joe Biden,There is no [crosstalk 01:05:32]… There is no evidence of that-,01:05:30,11
748,President Donald J. Trump,This is not going to end well.,01:05:33,7
749,Vice President Joe Biden,There is no evidence of that-,01:05:34,6
750,President Donald J. Trump,This is not going to end well-,01:05:34,7
751,Chris Wallace,"Okay. Vice President Biden, in fact, go ahead, sir-",01:05:37,9
752,Vice President Joe Biden,"Five states have had mail-in ballots for the last decade or more. Five, including two Republican states. And you don’t have to solicit the ballot. It’s sent to you. It’s sent to your home. What they’re saying is that it has to be a postmark by election day. If it doesn’t get in until the seventh, eighth, ninth, it still should be counted. He’s just afraid of counting the votes-",01:05:37,70
753,President Donald J. Trump,You’re wrong. You’re wrong [crosstalk 01:06:04]. I love counting the votes [crosstalk 01:06:05]-,01:06:03,13
754,Chris Wallace,I want to continue with you on this [crosstalk 01:06:06] Vice President Biden-,01:06:05,13
755,President Donald J. Trump,"Chris, he’s so wrong when he makes a statement like that-",01:06:07,11
756,Chris Wallace,"No. Excuse me. Vice President Biden, the biggest problem, in fact, over the years with mail-in voting has not been fraud, historically. It has been that sizable numbers, sometimes hundreds of thousands of ballots are thrown out because they have not been properly filled out, or there is some other irregularity, or they missed [crosstalk 01:06:28] the deadline. So the question I have is, are you concerned that the Supreme Court with a Justice Barrett will settle any dispute?",01:06:09,79
757,Vice President Joe Biden,"I am concerned that any court would settle this, because here’s the deal. When you get a ballot and you fill it out, you’re supposed to have an affidavit. If you didn’t know, you have someone say that, this is me. You should be able to, if in fact you can verify that’s you before the ballot is thrown out, that’s sufficient to be able to count the ballot because someone made a mistake and not dotting the correct I. Who they voted for, testify, say who they voted for, say it’s you. That is totally legitimate.",01:06:36,97
758,Chris Wallace,All right.,01:07:09,2
759,President Donald J. Trump,Excuse me [crosstalk 01:07:11]-,01:07:10,4
760,Chris Wallace,"No. No. No. I have a final [crosstalk 00:13:12]. Gentlemen, I have a final question [crosstalk 01:07:14]-",01:07:12,17
761,President Donald J. Trump,"You know it can’t be done. You know it can’t, and already, there’s been fraud [crosstalk 01:07:19]-",01:07:15,17
762,Vice President Joe Biden,Mail service delivers [crosstalk 01:07:21] 185 million pieces of mail a day [crosstalk 01:07:24]-,01:07:19,14
763,Chris Wallace,"We can keep talking. In eight states, [crosstalk 01:07:27] election workers are prohibited, currently by law, eight states, from even beginning to process ballots, even take them out of the envelopes and flatten them until election day. That means that it’s likely, because there’s going to be a huge increase in mail-in balloting, that we are not going to know on election night who the winner is, that it could be days. It could be weeks-",01:07:24,76
764,President Donald J. Trump,Could be months-,01:07:50,3
765,Chris Wallace,"… until we find out who the new president is. First for you, sir. Finally, for the vice president, and I hope neither of you will interrupt the other. Will you urge your supporters to stay calm during this extended period, not to engage in any civil unrest? And will you pledge tonight that you will not declare victory until the election has been independently certified? President Trump, you go first-",01:07:50,71
766,President Donald J. Trump,"I’m urging my supporters to go in to the polls and watch very carefully, because that’s what has to happen. I am urging them to do it. As you know, today there was a big problem. In Philadelphia, they went in to watch. They’re called poll watchers, a very safe, very nice thing. They were thrown out. They weren’t allowed to watch. You know why? Because bad things happen in Philadelphia. Bad things. And I am urging my people. I hope it’s going to be a fair election. If it’s a fair election-",01:08:16,93
767,Chris Wallace,You’re urging them what?,01:08:44,4
768,President Donald J. Trump,"… I am 100% on board. But if I see tens of thousands of ballots being manipulated, I can’t go along with that. And I’ll tell you why-",01:08:45,28
769,Chris Wallace,"What does that mean, not go along-",01:08:53,7
770,President Donald J. Trump,… from a common sense-,01:08:53,5
771,Chris Wallace,Does that mean you’re going to tell your people-,01:08:54,9
772,President Donald J. Trump,I’ll tell you what it means-,01:08:55,6
773,Chris Wallace,… to take to the streets?,01:08:55,6
774,President Donald J. Trump,It means you have a fraudulent election. You’re sending out 80 million ballots-,01:08:56,13
775,Chris Wallace,And what would you do about that?,01:09:00,7
776,President Donald J. Trump,"They’re not equipped… These people aren’t equipped to handle it, number one. Number two, they cheat. They cheat. Hey, they found ballots in a wastepaper basket three days ago, and they all had the name military ballots. There were military. They all had the name Trump on them.",01:09:01,48
777,Chris Wallace,Vice President Biden-,01:09:17,3
778,President Donald J. Trump,You think that’s good?,01:09:17,4
779,Chris Wallace,"Vice President Biden, final question for you. Will you urge your supporters to stay calm while the vote is counted? And will you pledge not to declare victory until the election is independently certified?",01:09:18,34
780,Vice President Joe Biden,"Yes. And here’s the deal. We count the ballots, as you pointed out. Some of these ballots in some states can’t even be opened until election day. And if there’s thousands of ballots, it’s going to take time to do it. And by the way, our military… They’ve been voting by ballots since the end of the Civil War, in effect. And that’s what’s going to happen. Why is it, for them, somehow not fraudulent. It’s the same process. It’s honest. No one has established at all that there is fraud related to mail-in ballots, that somehow it’s a fraudulent process.",01:09:30,101
781,President Donald J. Trump,It’s already been established. Take a look at Carolyn Maloney’s race-,01:10:07,11
782,Chris Wallace,"I asked you. You had an opportunity to respond [crosstalk 01:10:13]. Go ahead [crosstalk 01:10:14]. Vice President Biden, go ahead.",01:10:10,20
783,Vice President Joe Biden,"He has no idea what he’s talking about. Here’s the deal. The fact is, I will accept it, and he will too. You know why? Because once the winner is declared after all the ballots are counted, all the votes are counted, that’ll be the end of it. That’ll be the end of it. And if it’s me, in fact, fine. If it’s not me, I’ll support the outcome. And I’ll be a president, not just for the Democrats. I’ll be a president for Democrats and Republicans. And this guy-",01:10:15,90
784,President Donald J. Trump,I want to see an honest ballot cut-,01:10:41,8
785,Chris Wallace,"Gentlemen, just say that’s the end of it [crosstalk 01:10:45]. This is the end of this debate-",01:10:43,17
786,President Donald J. Trump,I want to see an honest ballot count.,01:10:47,8
787,Chris Wallace,We’re going to leave it there-,01:10:48,6
788,President Donald J. Trump,And I think he does too-,01:10:49,6
789,Chris Wallace,"… to be continued in more debates as we go on. President Trump, Vice President Biden, it’s been an interesting hour and a half. I want to thank you both for participating in the first of three debates that you have agreed to engage in. We want to thank Case Western Reserve University and the Cleveland Clinic for hosting this event. The next debate, sponsored by the Commission on Presidential Debates, will be one week from tomorrow, October 7th, at the University of Utah in Salt Lake City. The two vice presidential nominees, Vice President Mike Pence and Senator Kamala Harris will debate at 9:00 PM Eastern that night. We hope you watch. Until then, thank you, and good night. Thank you.",01:10:50,122
